,CLOSE,COLOR,HIGH,LOW,OPEN,PRICE,TIMESTAMP
3,964.096,WHITE,964.096,964.096,964.096,964.096,1514103120
33,988.452,GREEN,988.452,964.096,964.096,988.452,1514104920
63,990.23025,GREEN,991.358,976.274,976.274,991.358,1514106720
93,989.332,GREEN,992.005,983.252125,983.252125,986.659,1514108520
123,936.34925,RED,986.2920625,930.801,986.2920625,941.885,1514110320
153,927.74725,RED,961.32065625,926.99,961.32065625,926.99,1514112120
183,915.366,RED,944.533953125,915.366,944.533953125,915.366,1514113920
213,890.0495,RED,929.949976563,886.139,929.949976563,886.139,1514115720
243,889.36525,RED,909.999738281,888.733,909.999738281,888.733,1514117520
273,848.35225,RED,899.682494141,847.244,899.682494141,847.244,1514119320
303,907.02,GREEN,913.0,874.01737207,874.01737207,901.085,1514121120
333,920.87975,GREEN,921.188,890.518686035,890.518686035,921.119,1514122920
363,917.7075,GREEN,917.877,905.699218018,905.699218018,917.877,1514124720
393,919.9235,GREEN,919.937,911.703359009,911.703359009,919.937,1514126520
423,935.268,GREEN,935.278,915.813429504,915.813429504,935.258,1514128320
453,914.089,RED,925.540714752,913.178,925.540714752,915.0,1514130120
483,915.877,RED,919.814857376,915.877,919.814857376,915.877,1514131920
513,932.385,GREEN,932.385,917.845928688,917.845928688,932.385,1514133720
543,928.9865,GREEN,929.429,925.115464344,925.115464344,929.429,1514135520
573,921.129,RED,927.050982172,920.298,927.050982172,920.298,1514137320
603,900.0,RED,924.089991086,900.0,924.089991086,900.0,1514139120
633,905.797,RED,912.044995543,905.013,912.044995543,905.013,1514140920
663,888.0635,RED,908.920997772,886.127,908.920997772,886.127,1514142720
693,893.234,RED,898.492248886,893.088,898.492248886,893.088,1514144520
723,903.415,GREEN,905.0,895.863124443,895.863124443,905.0,1514146320
753,929.0,GREEN,929.0,899.639062221,899.639062221,929.0,1514148120
783,926.005,GREEN,926.01,914.319531111,914.319531111,926.0,1514149920
813,922.765,GREEN,923.032,920.162265555,920.162265555,923.032,1514151720
843,917.614,RED,921.463632778,916.107,921.463632778,919.121,1514153520
873,927.887,GREEN,927.887,919.538816389,919.538816389,927.887,1514155320
903,949.447,GREEN,949.447,923.712908194,923.712908194,949.447,1514157120
933,952.946,GREEN,953.126,936.579954097,936.579954097,952.766,1514158920
963,969.274,GREEN,969.274,944.762977049,944.762977049,969.274,1514160720
993,969.96,GREEN,969.96,957.018488524,957.018488524,969.96,1514162520
1023,965.92,GREEN,965.92,963.489244262,963.489244262,965.92,1514164320
1053,949.638,RED,964.704622131,949.638,964.704622131,949.638,1514166120
1083,965.46,GREEN,965.46,957.171311066,957.171311066,965.46,1514167920
1113,945.26,RED,961.315655533,945.26,961.315655533,945.26,1514169720
1143,951.329,RED,953.287827766,951.329,953.287827766,951.329,1514171520
1173,958.051,GREEN,958.051,952.308413883,952.308413883,958.051,1514173320
1203,941.0,RED,955.179706942,941.0,955.179706942,941.0,1514175120
1233,961.11325,GREEN,964.973,948.089853471,948.089853471,957.256,1514176920
1263,960.043,GREEN,960.043,954.601551735,954.601551735,960.043,1514178720
1293,956.041,RED,957.322275868,956.041,957.322275868,956.041,1514180520
1323,972.2125,GREEN,973.606,956.681637934,956.681637934,973.606,1514182320
1353,952.851,RED,964.447068967,952.851,964.447068967,952.851,1514184120
1383,967.85,GREEN,967.85,958.649034483,958.649034483,967.85,1514185920
1413,960.0,RED,963.249517242,960.0,963.249517242,960.0,1514187720
1443,966.0205,GREEN,970.0,961.624758621,961.624758621,962.041,1514189520
1473,980.0,GREEN,980.0,963.82262931,963.82262931,980.0,1514191320
1503,987.63925,GREEN,988.295,971.911314655,971.911314655,988.295,1514193120
1533,966.256,RED,979.775282328,966.256,979.775282328,966.256,1514194920
1563,982.0,GREEN,982.0,973.015641164,973.015641164,982.0,1514196720
1593,982.25,GREEN,982.5,977.507820582,977.507820582,982.0,1514198520
1623,980.181,GREEN,980.181,979.878910291,979.878910291,980.181,1514200320
1653,989.062,GREEN,989.062,980.029955145,980.029955145,989.062,1514202120
1683,980.4,RED,984.545977573,980.4,984.545977573,980.4,1514203920
1713,1000.12,GREEN,1000.12,982.472988786,982.472988786,1000.12,1514205720
1743,999.603,GREEN,1005.0,985.721,991.296494393,1002.691,1514207520
1773,989.057,RED,995.449747197,989.057,995.449747197,989.057,1514209320
1803,951.0595,RED,992.253373598,951.012,992.253373598,951.107,1514211120
1833,962.5025,RED,971.656436799,962.002,971.656436799,962.003,1514212920
1862,964.96,RED,967.0794684,964.96,967.0794684,964.96,1514214720
1892,953.07,RED,966.0197342,953.07,966.0197342,953.07,1514216520
1922,965.0,GREEN,965.0,959.5448671,959.5448671,965.0,1514218320
1952,967.98,GREEN,967.98,962.27243355,962.27243355,967.98,1514220120
1982,964.21,RED,965.126216775,964.21,965.126216775,964.21,1514221920
