,CLOSE,COLOR,HIGH,LOW,OPEN,PRICE,TIMESTAMP
3,60.117,RED,60.484,59.501,60.17925,60.484,1514103120
33,60.488,GREEN,60.488,60.148125,60.148125,60.488,1514104920
63,60.34,GREEN,60.34,60.3180625,60.3180625,60.34,1514106720
93,60.76875,GREEN,61.46,60.32903125,60.32903125,60.515,1514108520
123,56.3515,RED,60.548890625,56.203,60.548890625,56.5,1514110320
153,55.1345,RED,58.4501953125,55.003,58.4501953125,55.266,1514112120
182,54.002,RED,56.7923476563,54.002,56.7923476563,54.002,1514113920
240,52.505,RED,55.3971738281,52.504,55.3971738281,52.504,1514117520
268,52.702,RED,53.9510869141,52.702,53.9510869141,52.702,1514119320
298,54.9935,GREEN,54.994,53.326543457,53.326543457,54.994,1514121120
328,55.382,GREEN,55.382,54.1600217285,54.1600217285,55.382,1514122920
357,56.149,GREEN,56.149,54.7710108643,54.7710108643,56.149,1514124720
387,56.63975,GREEN,56.675,55.4600054321,55.4600054321,56.675,1514126520
417,57.264,GREEN,57.264,56.0498777161,56.0498777161,57.264,1514128320
447,54.7,RED,56.656938858,54.5,56.656938858,54.9,1514130120
477,54.819,RED,55.678469429,54.819,55.678469429,54.819,1514131920
507,55.876,GREEN,55.876,55.2487347145,55.2487347145,55.876,1514133720
537,56.042,GREEN,56.042,55.5623673573,55.5623673573,56.042,1514135520
567,55.004,RED,55.8021836786,55.004,55.8021836786,55.004,1514137320
597,53.7405,RED,55.4030918393,53.5,55.4030918393,53.981,1514139120
626,55.495,GREEN,55.495,54.5717959197,54.5717959197,55.495,1514140920
656,53.307,RED,55.0333979598,53.307,55.0333979598,53.307,1514142720
686,53.661,RED,54.1701989799,53.661,54.1701989799,53.661,1514144520
715,52.334,RED,53.91559949,52.334,53.91559949,52.334,1514115720
723,53.487,GREEN,53.487,53.124799745,53.124799745,53.487,1514146320
753,54.752,GREEN,54.752,53.3058998725,53.3058998725,54.752,1514148120
783,54.74475,GREEN,55.043,54.0289499362,54.0289499362,54.489,1514149920
813,54.718,GREEN,55.105,54.331,54.3868499681,55.105,1514151720
843,55.49,GREEN,55.49,54.5524249841,54.5524249841,55.49,1514153520
873,55.799,GREEN,55.8,55.021212492,55.021212492,55.8,1514155320
903,56.249,GREEN,56.249,55.410106246,55.410106246,56.249,1514157120
933,57.487,GREEN,57.487,55.829553123,55.829553123,57.487,1514158920
963,58.4985,GREEN,58.5,56.6582765615,56.6582765615,58.5,1514160720
