,CLOSE,COLOR,HIGH,LOW,OPEN,PRICE,TIMESTAMP
34,24.703,WHITE,24.703,24.703,24.703,24.703,1514104980
154,23.2285,RED,24.703,23.162,24.703,23.162,1514112180
274,21.296,RED,23.96575,21.1,23.96575,21.492,1514119380
394,23.578,GREEN,23.578,22.630875,22.630875,23.578,1514126580
513,23.499,GREEN,23.499,23.1044375,23.1044375,23.499,1514133780
633,23.1175,RED,23.30171875,23.0,23.30171875,23.0,1514140980
754,23.502,GREEN,23.502,23.209609375,23.209609375,23.502,1514148180
874,23.254,RED,23.3558046875,23.254,23.3558046875,23.254,1514155380
994,24.67,GREEN,24.67,23.3049023438,23.3049023438,24.67,1514162580
1114,24.078,GREEN,24.078,23.9874511719,23.9874511719,24.078,1514169780
1234,24.499,GREEN,24.499,24.0327255859,24.0327255859,24.499,1514176980
1354,24.61,GREEN,24.61,24.265862793,24.265862793,24.61,1514184180
1474,24.6445,GREEN,24.647,24.4379313965,24.4379313965,24.642,1514191380
1594,24.726,GREEN,24.726,24.5412156982,24.5412156982,24.726,1514198580
1714,24.9765,GREEN,24.977,24.6336078491,24.6336078491,24.977,1514205780
1834,24.4545,RED,24.8050539246,24.452,24.8050539246,24.452,1514212980
1954,24.50125,RED,24.6297769623,24.486,24.6297769623,24.49,1514220180
2074,24.306,RED,24.5655134811,24.306,24.5655134811,24.306,1514227380
2194,24.892,GREEN,24.892,24.4357567406,24.4357567406,24.892,1514234580
2314,24.263,RED,24.6638783703,24.263,24.6638783703,24.263,1514241780
2434,25.111,GREEN,25.111,24.4634391851,24.4634391851,25.111,1514248980
2554,25.451,GREEN,25.451,24.7872195926,24.7872195926,25.451,1514256180
2674,25.534,GREEN,25.534,25.1191097963,25.1191097963,25.534,1514263380
2793,25.255,RED,25.3265548981,25.255,25.3265548981,25.255,1514270580
2940,24.984,RED,25.2907774491,24.984,25.2907774491,24.984,1514284980
3060,25.1,RED,25.1373887245,25.1,25.1373887245,25.1,1514292180
3180,24.841,RED,25.1186943623,24.8,25.1186943623,24.854,1514299380
3300,24.915,RED,24.9798471811,24.9,24.9798471811,24.93,1514306580
3420,24.961,GREEN,24.961,24.9474235906,24.9474235906,24.961,1514313780
3540,25.128,GREEN,25.136,24.9542117953,24.9542117953,25.12,1514320980
3660,24.9055,RED,25.0411058976,24.904,25.0411058976,24.904,1514328180
3779,24.9865,GREEN,25.0,24.973,24.9733029488,24.973,1514335380
3899,25.177,GREEN,25.177,24.9799014744,24.9799014744,25.177,1514342580
4019,25.357,GREEN,25.357,25.0784507372,25.0784507372,25.357,1514349780
4140,25.136,RED,25.2177253686,25.136,25.2177253686,25.136,1514356980
4260,25.278,GREEN,25.278,25.1768626843,25.1768626843,25.278,1514364180
4380,24.6,RED,25.2274313422,24.6,25.2274313422,24.6,1514371380
4500,24.839,RED,24.9137156711,24.839,24.9137156711,24.839,1514378580
4620,24.782,RED,24.97,24.718,24.8763578355,24.718,1514385780
4740,24.202,RED,24.8291789178,24.087,24.8291789178,24.087,1514392980
4860,24.15075,RED,24.5155894589,24.101,24.5155894589,24.2,1514400180
4980,23.77,RED,24.3331697294,23.77,24.3331697294,23.77,1514407380
5100,24.5195,GREEN,24.639,24.0515848647,24.0515848647,24.639,1514414580
5220,24.038,RED,24.2855424324,24.038,24.2855424324,24.038,1514421780
5340,23.59,RED,24.1617712162,23.59,24.1617712162,23.59,1514428980
5460,23.4,RED,23.8758856081,23.4,23.8758856081,23.4,1514436180
5580,22.292,RED,23.637942804,22.292,23.637942804,22.292,1514443380
