,CLOSE,COLOR,HIGH,LOW,OPEN,PRICE,TIMESTAMP
33,235.545,WHITE,235.86,235.23,235.545,235.23,1514104920
153,223.2875,RED,235.545,221.03,235.545,224.99,1514112120
273,202.535,RED,229.41625,200.76,229.41625,201.42,1514119320
393,222.01,GREEN,222.02,215.975625,215.975625,222.02,1514126520
513,224.8575,GREEN,225.0,218.9928125,218.9928125,224.93,1514133720
633,214.21,RED,221.92515625,214.02,221.92515625,214.02,1514140920
753,218.46,GREEN,218.46,218.067578125,218.067578125,218.46,1514148120
873,219.0,GREEN,219.0,218.263789062,218.263789062,219.0,1514155320
993,232.0,GREEN,232.0,218.631894531,218.631894531,232.0,1514162520
1113,223.385,RED,225.315947266,222.23,225.315947266,222.23,1514169720
1233,229.1,GREEN,229.1,224.350473633,224.350473633,229.1,1514176920
1353,231.25,GREEN,231.25,226.725236816,226.725236816,231.25,1514184120
1473,232.96,GREEN,233.03,228.987618408,228.987618408,233.03,1514191320
1593,232.69,GREEN,233.38,230.973809204,230.973809204,233.38,1514198520
1713,236.9575,GREEN,238.98,231.831904602,231.831904602,236.2,1514205720
1833,229.5,RED,234.394702301,229.49,234.394702301,229.49,1514212920
1953,228.6775,RED,231.947351151,228.65,231.947351151,228.65,1514220120
2073,227.31,RED,230.312425575,227.31,230.312425575,227.31,1514227320
2193,227.5,RED,228.811212788,227.5,228.811212788,227.5,1514234520
2313,221.19,RED,228.155606394,220.99,228.155606394,221.29,1514241720
2433,226.09,GREEN,226.32,224.672803197,224.672803197,225.86,1514248920
2553,223.8925,RED,225.381401598,223.15,225.381401598,224.19,1514256120
2673,229.405,GREEN,229.8,224.636950799,224.636950799,229.01,1514263320
2793,232.06,GREEN,232.08,227.0209754,227.0209754,232.08,1514270520
2939,230.975,GREEN,231.95,229.5404877,229.5404877,230.0,1514284920
3059,231.32,GREEN,231.34,230.25774385,230.25774385,231.34,1514292120
3179,233.42,GREEN,233.42,230.788871925,230.788871925,233.42,1514299320
3299,231.535,RED,232.104435962,231.4,232.104435962,231.4,1514306520
3419,233.85,GREEN,234.1,231.819717981,231.819717981,234.1,1514313720
3539,236.3075,GREEN,237.23,232.834858991,232.834858991,236.0,1514320920
3659,232.835,RED,234.571179495,232.64,234.571179495,232.64,1514328120
3779,231.8525,RED,233.703089748,231.56,233.703089748,231.56,1514335320
3899,232.2,RED,232.777794874,232.2,232.777794874,232.2,1514342520
4019,232.64,GREEN,232.64,232.488897437,232.488897437,232.64,1514349720
4139,233.495,GREEN,233.99,232.564448718,232.564448718,233.0,1514356920
4259,232.535,RED,233.07,232.0,233.029724359,232.0,1514364120
4379,227.57,RED,232.78236218,226.74,232.78236218,226.74,1514371320
4499,231.68,GREEN,231.81,230.17618109,230.17618109,231.55,1514378520
4619,228.3825,RED,230.928090545,227.53,230.928090545,228.0,1514385720
4739,220.415,RED,229.655295272,220.05,229.655295272,220.05,1514392920
4859,221.8825,RED,225.035147636,220.26,225.035147636,221.42,1514400120
4979,218.47,RED,223.458823818,218.0,223.458823818,218.03,1514407320
5099,224.405,GREEN,224.97,220.964411909,220.964411909,224.97,1514414520
5219,221.255,RED,222.684705955,221.25,222.684705955,221.25,1514421720
5339,217.94,RED,221.969852977,217.76,221.969852977,217.76,1514428920
5459,214.96,RED,219.954926489,214.96,219.954926489,214.96,1514436120
5579,211.2325,RED,217.457463244,210.7,217.457463244,210.71,1514443320
