,ID,PRICE,SIGN,TIMESTAMP,CASH
0,1,919.937,1,1514126520,-100.0
1,1,905.013,-1,1514140920,98.3777149957
2,2,923.032,1,1514151720,-98.3777149957
3,2,945.26,-1,1514169720,100.746798461
4,3,957.256,1,1514176920,-100.746798461
5,3,952.851,-1,1514184120,100.283192438
6,4,980.0,1,1514191320,-100.283192438
7,4,962.003,-1,1514212920,98.4415632394
8,5,967.622,1,1514230920,-98.4415632394
9,5,936.393,-1,1514238120,95.2644635265
10,6,949.98,1,1514248920,-95.2644635265
11,6,973.249,-1,1514284920,97.5978903374
12,7,978.802,1,1514310120,-97.5978903374
13,7,970.06,-1,1514317320,96.7262117371
14,8,978.0,1,1514338920,-96.7262117371
15,8,985.0,-1,1514371320,97.418526136
16,9,999.222,1,1514382120,-97.418526136
17,9,985.0,-1,1514389320,96.0319611097
