,CLOSE,COLOR,HIGH,LOW,OPEN,PRICE,TIMESTAMP
3,571.39,WHITE,573.2,569.58,571.39,573.2,1514103120
33,576.55,GREEN,577.1,571.39,571.39,577.1,1514104920
63,578.96,GREEN,578.96,573.97,573.97,578.96,1514106720
93,573.95,RED,576.465,572.53,576.465,572.53,1514108520
123,554.6725,RED,575.2075,554.25,575.2075,554.25,1514110320
153,549.25,RED,564.94,547.0,564.94,550.0,1514112120
183,544.6125,RED,557.095,544.0,557.095,544.0,1514113920
213,525.855,RED,550.85375,523.25,550.85375,523.25,1514115720
243,527.22,RED,538.354375,526.36,538.354375,526.37,1514117520
273,509.6075,RED,532.7871875,508.01,532.7871875,508.07,1514119320
303,540.115,GREEN,540.24,521.19734375,521.19734375,540.0,1514121120
333,536.9475,GREEN,539.19,530.656171875,530.656171875,537.8,1514122920
363,549.1225,GREEN,549.98,533.801835938,533.801835938,549.91,1514124720
393,547.6975,GREEN,547.7,541.462167969,541.462167969,547.7,1514126520
423,551.615,GREEN,551.7,544.579833984,544.579833984,551.7,1514128320
453,535.6525,RED,548.097416992,535.21,548.097416992,535.21,1514130120
483,550.0,GREEN,550.0,541.874958496,541.874958496,550.0,1514131920
513,555.065,GREEN,555.88,545.937479248,545.937479248,554.69,1514133720
543,553.25,GREEN,554.5,550.501239624,550.501239624,552.0,1514135520
573,541.875,RED,551.875619812,541.75,551.875619812,542.0,1514137320
603,532.25,RED,546.875309906,530.5,546.875309906,534.0,1514139120
633,537.645,RED,539.562654953,537.45,539.562654953,537.71,1514140920
663,528.7675,RED,538.603827477,526.77,538.603827477,529.9,1514142720
693,533.395,RED,534.41,532.38,533.685663738,534.41,1514144520
723,542.97,GREEN,542.97,533.540331869,533.540331869,542.97,1514146320
753,547.635,GREEN,547.68,538.255165935,538.255165935,547.68,1514148120
783,547.47,GREEN,548.0,542.945082967,542.945082967,546.94,1514149920
813,548.395,GREEN,548.5,545.207541484,545.207541484,548.29,1514151720
843,543.3375,RED,546.801270742,540.0,546.801270742,546.67,1514153520
873,551.145,GREEN,553.29,545.069385371,545.069385371,553.29,1514155320
903,564.885,GREEN,565.0,548.107192685,548.107192685,564.77,1514157120
933,563.675,GREEN,564.58,556.496096343,556.496096343,563.06,1514158920
963,579.6425,GREEN,579.9,560.085548171,560.085548171,579.9,1514160720
993,592.0,GREEN,592.0,569.864024086,569.864024086,592.0,1514162520
1023,574.9975,RED,580.932012043,574.99,580.932012043,575.0,1514164320
1053,580.105,GREEN,580.11,577.964756021,577.964756021,580.11,1514166120
1083,607.565,GREEN,608.8,579.034878011,579.034878011,606.73,1514167920
1113,594.1125,GREEN,594.34,593.299939005,593.299939005,594.34,1514169720
1143,596.97,GREEN,598.27,593.706219503,593.706219503,595.67,1514171520
1173,598.595,GREEN,600.82,595.338109751,595.338109751,598.76,1514173320
1203,586.1825,RED,596.966554876,584.1,596.966554876,586.93,1514175120
1233,604.72,GREEN,604.74,591.574527438,591.574527438,604.7,1514176920
1263,602.63,GREEN,603.48,598.147263719,598.147263719,601.78,1514178720
1293,606.555,GREEN,607.61,600.388631859,600.388631859,607.61,1514180520
1323,605.6475,GREEN,606.0,603.47181593,603.47181593,606.0,1514182320
1353,596.165,RED,604.559657965,594.33,604.559657965,594.33,1514184120
1383,599.98,RED,600.362328982,599.96,600.362328982,600.0,1514185920
1413,603.71,GREEN,603.75,600.171164491,600.171164491,603.75,1514187720
1443,601.3675,RED,601.95,599.71,601.940582246,601.94,1514189520
1473,608.48,GREEN,610.05,601.654041123,601.654041123,607.99,1514191320
1503,614.1725,GREEN,614.51,605.067020561,605.067020561,614.51,1514193120
1533,612.7625,GREEN,613.7,609.619760281,609.619760281,613.7,1514194920
1563,611.065,RED,611.39,610.62,611.19113014,610.86,1514196720
1593,606.51,RED,611.12806507,606.01,611.12806507,607.0,1514198520
1623,608.41,RED,608.819032535,608.18,608.819032535,608.5,1514200320
1653,618.92,GREEN,619.04,608.614516268,608.614516268,619.04,1514202120
1683,618.53,GREEN,620.0,613.767258134,613.767258134,620.0,1514203920
1713,622.94,GREEN,623.99,616.148629067,616.148629067,621.91,1514205720
1743,622.0075,GREEN,624.0,619.544314533,619.544314533,622.91,1514207520
1773,610.89,RED,620.775907267,610.88,620.775907267,610.9,1514209320
1803,598.455,RED,615.832953633,597.7,615.832953633,598.55,1514211120
1833,600.06,RED,607.143976817,599.61,607.143976817,600.21,1514212920
1863,596.8675,RED,603.601988408,596.47,603.601988408,596.54,1514214720
1893,602.0525,GREEN,603.0,600.234744204,600.234744204,603.0,1514216520
1923,609.44,GREEN,610.16,601.143622102,601.143622102,610.13,1514218320
1953,610.955,GREEN,611.95,605.291811051,605.291811051,611.95,1514220120
1983,608.025,RED,608.55,607.5,608.123405526,608.55,1514221920
2013,600.5,RED,608.074202763,600.0,608.074202763,600.0,1514223720
2043,608.41,GREEN,609.0,604.287101381,604.287101381,609.0,1514225520
2073,613.54,GREEN,614.05,606.348550691,606.348550691,613.06,1514227320
2103,611.12,GREEN,612.96,609.944275345,609.944275345,610.44,1514229120
2133,614.855,GREEN,615.0,610.532137673,610.532137673,614.74,1514230920
2163,612.9325,GREEN,613.35,612.34,612.693568836,613.3,1514232720
