,ID,PRICE,SIGN,TIMESTAMP,CASH
0,1,273.0,1,1514122920,-100.0
1,1,273.0,-1,1514131920,100.0
2,2,273.18,1,1514149920,-100.0
3,2,282.23,-1,1514166120,103.312834029
4,3,287.11,1,1514178720,-103.312834029
5,3,296.78,-1,1514200320,106.792458929
6,4,302.0,1,1514207520,-106.792458929
7,4,288.92,-1,1514211120,102.167143158
8,5,289.5,1,1514220120,-102.167143158
9,5,285.0,-1,1514223720,100.57905285
10,6,291.16,1,1514229120,-100.57905285
11,6,287.41,-1,1514234520,99.2836432875
12,7,287.08,1,1514245320,-99.2836432875
13,7,285.74,-1,1514250720,98.8202181726
14,8,286.75,1,1514256120,-98.8202181726
15,8,295.4,-1,1514274120,101.801194239
16,9,296.67,1,1514284920,-101.801194239
17,9,291.17,-1,1514288520,99.913889934
18,10,293.75,1,1514293920,-99.913889934
19,10,295.27,-1,1514304720,100.430891169
20,11,301.74,1,1514317320,-100.430891169
21,11,294.95,-1,1514324520,98.1709132041
22,12,302.39,1,1514333520,-98.1709132041
23,12,326.77,-1,1514355120,106.08588018
24,13,315.4,1,1514383920,-106.08588018
25,13,303.99,-1,1514387520,102.248087242
26,14,303.92,1,1514398320,-102.248087242
27,14,300.54,-1,1514407320,101.110950709
28,15,309.3,1,1514414520,-101.110950709
29,15,310.74,-1,1514423520,101.581690344
30,16,300.72,1,1514436120,-101.581690344
31,16,292.09,-1,1514439720,98.666520127
