,CLOSE,COLOR,HIGH,LOW,OPEN,PRICE,TIMESTAMP
33,2481.75,GREEN,2490.0,2479.0,2480.375,2479.0,1514104920
93,2479.25,RED,2481.0625,2477.8,2481.0625,2477.8,1514108520
153,2315.7,RED,2480.15625,2315.7,2480.15625,2315.7,1514112120
213,2190.0,RED,2397.928125,2190.0,2397.928125,2190.0,1514115720
273,2125.375,RED,2293.9640625,2125.0,2293.9640625,2125.0,1514119320
333,2275.0,GREEN,2275.0,2209.66953125,2209.66953125,2275.0,1514122920
393,2378.0,GREEN,2378.0,2242.33476562,2242.33476562,2378.0,1514126520
453,2262.55,RED,2310.16738281,2255.1,2310.16738281,2270.0,1514130120
513,2339.925,GREEN,2340.0,2286.35869141,2286.35869141,2339.9,1514133720
573,2252.3,RED,2313.1418457,2252.3,2313.1418457,2252.3,1514137320
633,2220.5,RED,2282.72092285,2217.9,2282.72092285,2217.9,1514140920
693,2232.975,RED,2251.61046143,2229.9,2251.61046143,2232.2,1514144520
753,2280.35,GREEN,2281.4,2242.29273071,2242.29273071,2280.0,1514148120
813,2290.0,GREEN,2290.0,2261.32136536,2261.32136536,2290.0,1514151720
873,2287.4,GREEN,2287.4,2275.66068268,2275.66068268,2287.4,1514155320
933,2345.25,GREEN,2350.0,2281.53034134,2281.53034134,2348.8,1514158920
993,2435.8,GREEN,2435.8,2313.39017067,2313.39017067,2435.8,1514162520
1053,2350.0,RED,2374.59508533,2350.0,2374.59508533,2350.0,1514166120
1113,2296.95,RED,2362.29754267,2285.0,2362.29754267,2285.0,1514169720
1173,2339.5,GREEN,2348.6,2329.62377133,2329.62377133,2330.4,1514173320
1233,2370.0,GREEN,2370.0,2334.56188567,2334.56188567,2370.0,1514176920
1293,2380.4,GREEN,2380.4,2352.28094283,2352.28094283,2380.4,1514180520
1353,2347.9,RED,2366.34047142,2347.9,2366.34047142,2347.9,1514184120
1413,2370.75,GREEN,2379.4,2357.12023571,2357.12023571,2364.3,1514187720
1473,2386.9,GREEN,2387.7,2363.93511785,2363.93511785,2386.7,1514191320
1533,2380.275,GREEN,2380.4,2375.41755893,2375.41755893,2380.4,1514194920
1593,2398.75,GREEN,2414.3,2377.84627946,2377.84627946,2390.6,1514198520
1653,2406.275,GREEN,2410.0,2388.29813973,2388.29813973,2410.0,1514202120
1713,2439.7,GREEN,2439.7,2397.28656987,2397.28656987,2439.7,1514205720
1773,2400.0,RED,2418.49328493,2400.0,2418.49328493,2400.0,1514209320
1833,2350.25,RED,2409.24664247,2350.1,2409.24664247,2350.4,1514212920
1893,2337.6,RED,2379.74832123,2337.6,2379.74832123,2337.6,1514216520
1953,2352.1,RED,2358.67416062,2352.1,2358.67416062,2352.1,1514220120
2013,2311.0,RED,2355.38708031,2311.0,2355.38708031,2311.0,1514223720
2073,2362.35,GREEN,2369.6,2333.19354015,2333.19354015,2369.6,1514227320
2133,2374.6,GREEN,2374.9,2347.77177008,2347.77177008,2374.3,1514230920
2193,2342.7,RED,2361.18588504,2340.4,2361.18588504,2344.9,1514234520
2253,2325.95,RED,2351.94294252,2325.9,2351.94294252,2325.9,1514238120
2313,2303.0,RED,2338.94647126,2300.1,2338.94647126,2305.9,1514241720
2373,2340.0,GREEN,2340.0,2320.97323563,2320.97323563,2340.0,1514245320
2433,2339.55,GREEN,2353.6,2325.5,2330.48661781,2325.5,1514248920
2493,2303.0,RED,2335.01830891,2303.0,2335.01830891,2303.0,1514252520
2553,2311.2,RED,2319.00915445,2311.2,2319.00915445,2311.2,1514256120
2613,2320.0,GREEN,2320.0,2315.10457723,2315.10457723,2320.0,1514259720
2673,2369.925,GREEN,2370.0,2317.55228861,2317.55228861,2370.0,1514263320
2733,2393.5,GREEN,2399.3,2343.73864431,2343.73864431,2387.7,1514266920
2793,2399.8,GREEN,2399.8,2368.61932215,2368.61932215,2399.8,1514270520
2853,2395.25,GREEN,2395.3,2384.20966108,2384.20966108,2395.3,1514274120
2880,2389.6,RED,2389.72983054,2389.6,2389.72983054,2389.6,1514281320
2940,2384.675,RED,2389.66491527,2383.0,2389.66491527,2383.0,1514284920
3000,2364.5,RED,2387.16995763,2360.0,2387.16995763,2369.0,1514288520
3060,2374.5,RED,2377.9,2373.0,2375.83497882,2373.0,1514292120
3120,2387.0,GREEN,2387.6,2375.16748941,2375.16748941,2387.0,1514295720
3180,2365.6,RED,2381.0837447,2365.0,2381.0837447,2365.0,1514299320
3240,2348.8,RED,2373.34187235,2344.6,2373.34187235,2353.0,1514302920
3300,2369.85,GREEN,2370.0,2361.07093618,2361.07093618,2369.9,1514306520
3360,2385.9,GREEN,2386.0,2365.46046809,2365.46046809,2385.8,1514310120
3420,2362.3,RED,2375.68023404,2362.3,2375.68023404,2362.3,1514313720
3480,2351.2,RED,2368.99011702,2351.1,2368.99011702,2351.1,1514317320
3540,2338.8,RED,2360.09505851,2332.0,2360.09505851,2345.6,1514320920
3600,2342.0,RED,2349.44752926,2340.0,2349.44752926,2344.0,1514324520
3660,2333.2,RED,2345.72376463,2333.2,2345.72376463,2333.2,1514328120
3720,2420.825,GREEN,2440.0,2339.46188231,2339.46188231,2401.9,1514331720
3780,2380.1,RED,2380.14344116,2380.1,2380.14344116,2380.1,1514335320
3840,2405.15,GREEN,2407.0,2380.12172058,2380.12172058,2407.0,1514338920
3900,2389.95,RED,2392.63586029,2389.8,2392.63586029,2390.0,1514342520
3960,2364.2,RED,2391.29293014,2364.2,2391.29293014,2364.2,1514346120
4020,2403.8,GREEN,2403.8,2377.74646507,2377.74646507,2403.8,1514349720
4080,2387.95,RED,2397.2,2378.7,2390.77323254,2397.2,1514353320
4140,2379.5,RED,2389.36161627,2379.5,2389.36161627,2379.5,1514356920
4200,2369.375,RED,2384.43080813,2355.0,2384.43080813,2379.7,1514360520
4260,2368.5,RED,2376.90290407,2365.0,2376.90290407,2370.0,1514364120
4320,2330.975,RED,2372.70145203,2329.9,2372.70145203,2332.0,1514367720
4380,2314.15,RED,2351.83822602,2310.2,2351.83822602,2318.1,1514371320
4440,2349.625,GREEN,2350.0,2332.99411301,2332.99411301,2350.0,1514374920
4500,2344.55,GREEN,2347.0,2340.0,2341.3095565,2344.4,1514378520
4560,2329.35,RED,2342.92977825,2322.8,2342.92977825,2322.8,1514382120
4620,2327.25,RED,2336.13988913,2326.0,2336.13988913,2326.4,1514385720
4680,2292.25,RED,2331.69494456,2290.0,2331.69494456,2290.0,1514389320
4740,2217.0,RED,2311.97247228,2210.0,2311.97247228,2210.0,1514392920
4800,2209.85,RED,2264.48623614,2209.4,2264.48623614,2210.0,1514396520
4860,2235.4,RED,2248.0,2222.8,2237.16811807,2248.0,1514400120
4920,2252.95,GREEN,2260.9,2236.28405904,2236.28405904,2250.0,1514403720
4980,2187.725,RED,2244.61702952,2171.0,2244.61702952,2198.9,1514407320
5040,2260.1,GREEN,2260.1,2216.17101476,2216.17101476,2260.1,1514410920
5100,2283.8,GREEN,2283.8,2238.13550738,2238.13550738,2283.8,1514414520
5160,2298.425,GREEN,2299.8,2260.96775369,2260.96775369,2299.8,1514418120
5220,2249.0,RED,2279.69637684,2249.0,2279.69637684,2249.0,1514421720
5280,2267.0,GREEN,2267.0,2264.34818842,2264.34818842,2267.0,1514425320
5340,2202.3,RED,2265.67409421,2202.3,2265.67409421,2202.3,1514428920
5400,2093.3,RED,2233.98704711,2093.3,2233.98704711,2093.3,1514432520
5460,2184.6,GREEN,2184.6,2163.64352355,2163.64352355,2184.6,1514436120
5520,2126.55,RED,2174.12176178,2118.8,2174.12176178,2118.8,1514439720
5580,2103.375,RED,2150.33588089,2089.1,2150.33588089,2117.0,1514443320
