,ID,PRICE,SIGN,TIMESTAMP,CASH
0,1,407.74,1,1514122920,-100.0
1,1,419.0,-1,1514142720,102.761563742
2,2,435.511,1,1514148120,-102.761563742
3,2,448.19,-1,1514171520,105.753253657
4,3,450.39,1,1514178720,-105.753253657
5,3,450.77,-1,1514185920,105.842479076
6,4,456.525,1,1514189520,-105.842479076
7,4,457.173,-1,1514198520,105.992713841
8,5,463.12,1,1514203920,-105.992713841
9,5,458.35,-1,1514216520,104.901020015
10,6,452.251,1,1514230920,-104.901020015
11,6,441.681,-1,1514238120,102.449275781
12,7,453.71,1,1514261520,-102.449275781
13,7,449.0,-1,1514274120,101.385741609
14,8,451.22,1,1514284920,-101.385741609
15,8,447.15,-1,1514288520,100.471243209
16,9,449.0,1,1514292120,-100.471243209
17,9,448.55,-1,1514302920,100.370548199
18,10,456.4,1,1514326320,-100.370548199
19,10,449.121,-1,1514337120,98.7697655074
20,11,456.38,1,1514340720,-98.7697655074
21,11,457.0,-1,1514347920,98.9039459154
22,12,457.99,1,1514353320,-98.9039459154
23,12,456.27,-1,1514360520,98.5325081395
24,13,448.9,1,1514374920,-98.5325081395
25,13,439.96,-1,1514387520,96.5701988886
26,14,435.0,1,1514410920,-96.5701988886
27,14,433.42,-1,1514418120,96.2194381662
28,15,436.26,1,1514421720,-96.2194381662
29,15,420.0,-1,1514430720,92.6332096222
