,CLOSE,COLOR,HIGH,LOW,OPEN,PRICE,TIMESTAMP
4,24.646,RED,24.671,24.621,24.646,24.621,1514103180
34,24.703,GREEN,24.703,24.646,24.646,24.703,1514104980
64,25.184,GREEN,25.311,24.6745,24.6745,25.057,1514106780
94,24.9335,GREEN,25.036,24.831,24.92925,25.036,1514108580
124,23.605,RED,24.931375,23.605,24.931375,23.605,1514110380
154,23.2285,RED,24.2681875,23.162,24.2681875,23.162,1514112180
184,23.00475,RED,23.74834375,23.0,23.74834375,23.0,1514113980
214,21.994,RED,23.376546875,21.994,23.376546875,21.994,1514115780
244,22.4945,RED,22.6852734375,22.494,22.6852734375,22.495,1514117580
274,21.296,RED,22.5898867188,21.1,22.5898867188,21.492,1514119380
304,23.0595,GREEN,23.269,21.9429433594,21.9429433594,23.265,1514121180
334,23.081,GREEN,23.081,22.5012216797,22.5012216797,23.081,1514122980
364,23.5645,GREEN,23.582,22.7911108398,22.7911108398,23.582,1514124780
394,23.578,GREEN,23.578,23.1778054199,23.1778054199,23.578,1514126580
424,24.0015,GREEN,24.003,23.37790271,23.37790271,24.0,1514128380
454,22.91,RED,23.689701355,22.82,23.689701355,22.82,1514130180
484,23.496,GREEN,23.496,23.2998506775,23.2998506775,23.496,1514131980
513,23.499,GREEN,23.499,23.3979253387,23.3979253387,23.499,1514133780
543,23.3935,RED,23.507,23.284,23.4484626694,23.284,1514135580
573,23.376,RED,23.4209813347,23.376,23.4209813347,23.376,1514137380
603,22.982,RED,23.3984906673,22.982,23.3984906673,22.982,1514139180
633,23.1175,RED,23.235,23.0,23.1902453337,23.0,1514140980
663,22.685,RED,23.1538726668,22.685,23.1538726668,22.685,1514142780
693,22.99225,GREEN,23.0,22.9194363334,22.9194363334,22.987,1514144580
724,23.189,GREEN,23.2,22.9558431667,22.9558431667,23.2,1514146380
754,23.502,GREEN,23.502,23.0724215834,23.0724215834,23.502,1514148180
783,24.209,GREEN,24.22,23.2872107917,23.2872107917,24.198,1514149980
814,23.5995,RED,23.7481053958,23.471,23.7481053958,23.728,1514151780
