,CLOSE,COLOR,HIGH,LOW,OPEN,PRICE,TIMESTAMP
33,2481.75,GREEN,2490.0,2479.0,2480.375,2479.0,1514104920
153,2315.7,RED,2481.0625,2315.7,2481.0625,2315.7,1514112120
273,2125.375,RED,2398.38125,2125.0,2398.38125,2125.0,1514119320
393,2378.0,GREEN,2378.0,2261.878125,2261.878125,2378.0,1514126520
513,2339.925,GREEN,2340.0,2319.9390625,2319.9390625,2339.9,1514133720
633,2220.5,RED,2329.93203125,2217.9,2329.93203125,2217.9,1514140920
753,2280.35,GREEN,2281.4,2275.21601563,2275.21601563,2280.0,1514148120
873,2287.4,GREEN,2287.4,2277.78300781,2277.78300781,2287.4,1514155320
993,2435.8,GREEN,2435.8,2282.59150391,2282.59150391,2435.8,1514162520
1113,2296.95,RED,2359.19575195,2285.0,2359.19575195,2285.0,1514169720
1233,2370.0,GREEN,2370.0,2328.07287598,2328.07287598,2370.0,1514176920
1353,2347.9,RED,2349.03643799,2347.9,2349.03643799,2347.9,1514184120
1473,2386.9,GREEN,2387.7,2348.46821899,2348.46821899,2386.7,1514191320
1593,2398.75,GREEN,2414.3,2367.6841095,2367.6841095,2390.6,1514198520
1713,2439.7,GREEN,2439.7,2383.21705475,2383.21705475,2439.7,1514205720
1833,2350.25,RED,2411.45852737,2350.1,2411.45852737,2350.4,1514212920
1953,2352.1,RED,2380.85426369,2352.1,2380.85426369,2352.1,1514220120
2073,2362.35,RED,2369.6,2355.1,2366.47713184,2369.6,1514227320
2193,2342.7,RED,2364.41356592,2340.4,2364.41356592,2344.9,1514234520
2313,2303.0,RED,2353.55678296,2300.1,2353.55678296,2305.9,1514241720
2433,2339.55,GREEN,2353.6,2325.5,2328.27839148,2325.5,1514248920
2553,2311.2,RED,2333.91419574,2311.2,2333.91419574,2311.2,1514256120
2673,2369.925,GREEN,2370.0,2322.55709787,2322.55709787,2370.0,1514263320
2793,2399.8,GREEN,2399.8,2346.24104894,2346.24104894,2399.8,1514270520
2940,2384.675,GREEN,2389.5,2373.02052447,2373.02052447,2383.0,1514284920
3060,2374.5,RED,2378.84776223,2373.0,2378.84776223,2373.0,1514292120
3180,2365.6,RED,2376.67388112,2365.0,2376.67388112,2365.0,1514299320
3300,2369.85,RED,2371.13694056,2369.5,2371.13694056,2369.9,1514306520
3420,2362.3,RED,2370.49347028,2362.3,2370.49347028,2362.3,1514313720
3540,2338.8,RED,2366.39673514,2332.0,2366.39673514,2345.6,1514320920
3660,2333.2,RED,2352.59836757,2333.2,2352.59836757,2333.2,1514328120
3780,2380.1,GREEN,2380.1,2342.89918378,2342.89918378,2380.1,1514335320
3900,2389.95,GREEN,2390.0,2361.49959189,2361.49959189,2390.0,1514342520
4020,2403.8,GREEN,2403.8,2375.72479595,2375.72479595,2403.8,1514349720
4140,2379.5,RED,2389.76239797,2379.5,2389.76239797,2379.5,1514356920
4260,2368.5,RED,2384.63119899,2365.0,2384.63119899,2370.0,1514364120
4380,2314.15,RED,2376.56559949,2310.2,2376.56559949,2318.1,1514371320
4500,2344.55,RED,2347.0,2340.0,2345.35779975,2344.4,1514378520
4620,2327.25,RED,2344.95389987,2326.0,2344.95389987,2326.4,1514385720
4740,2217.0,RED,2336.10194994,2210.0,2336.10194994,2210.0,1514392920
4860,2235.4,RED,2276.55097497,2222.8,2276.55097497,2248.0,1514400120
4980,2187.725,RED,2255.97548748,2171.0,2255.97548748,2198.9,1514407320
5100,2283.8,GREEN,2283.8,2221.85024374,2221.85024374,2283.8,1514414520
5220,2249.0,RED,2252.82512187,2249.0,2252.82512187,2249.0,1514421720
5340,2202.3,RED,2250.91256094,2202.3,2250.91256094,2202.3,1514428920
5460,2184.6,RED,2226.60628047,2184.6,2226.60628047,2184.6,1514436120
5580,2103.375,RED,2205.60314023,2089.1,2205.60314023,2117.0,1514443320
