,CLOSE,COLOR,HIGH,LOW,OPEN,PRICE,TIMESTAMP
33,60.488,WHITE,60.488,60.488,60.488,60.488,1514104920
153,55.1345,RED,60.488,55.003,60.488,55.266,1514112120
268,52.702,RED,57.81125,52.702,57.81125,52.702,1514119320
387,56.63975,GREEN,56.675,55.256625,55.256625,56.675,1514126520
507,55.876,RED,55.9481875,55.876,55.9481875,55.876,1514133720
626,55.495,RED,55.91209375,55.495,55.91209375,55.495,1514140920
753,54.752,RED,55.703546875,54.752,55.703546875,54.752,1514148120
873,55.799,GREEN,55.8,55.2277734375,55.2277734375,55.8,1514155320
993,58.844,GREEN,58.844,55.5133867188,55.5133867188,58.844,1514162520
1113,57.071,RED,57.64,56.502,57.1786933594,56.502,1514169720
1232,56.276,RED,57.1248466797,56.276,57.1248466797,56.276,1514176920
1351,57.521,GREEN,57.521,56.7004233398,56.7004233398,57.521,1514184120
1470,58.382,GREEN,58.382,57.1107116699,57.1107116699,58.382,1514191320
1590,59.427,GREEN,59.7,57.746355835,57.746355835,59.7,1514198520
1713,60.25,GREEN,60.25,58.5866779175,58.5866779175,60.25,1514205720
1833,58.4985,RED,59.4183389587,58.0,59.4183389587,58.0,1514212920
1952,58.491,RED,58.9584194794,58.491,58.9584194794,58.491,1514220120
2071,57.778,RED,58.7247097397,57.778,58.7247097397,57.778,1514227320
2193,59.79,GREEN,59.79,58.2513548698,58.2513548698,59.79,1514234520
2313,58.503,RED,59.0206774349,58.503,59.0206774349,58.503,1514241720
2433,59.99925,GREEN,60.0,58.7618387175,58.7618387175,60.0,1514248920
2553,66.7275,GREEN,66.771,59.3805443587,59.3805443587,66.686,1514256120
2670,67.9995,GREEN,68.0,63.0540221794,63.0540221794,67.999,1514263320
2789,69.5,GREEN,69.5,65.5267610897,65.5267610897,69.5,1514270520
2933,68.008,GREEN,68.01,67.5133805448,67.5133805448,68.01,1514284920
3053,68.697,GREEN,68.697,67.7606902724,67.7606902724,68.697,1514292120
3173,69.308,GREEN,69.308,68.2288451362,68.2288451362,69.308,1514299320
3293,70.00025,GREEN,70.001,68.7684225681,68.7684225681,70.0,1514306520
3412,71.508,GREEN,71.508,69.3843362841,69.3843362841,71.508,1514313720
3532,70.549,GREEN,70.549,70.446168142,70.446168142,70.549,1514320920
3652,70.71,GREEN,70.71,70.497584071,70.497584071,70.71,1514328120
3772,69.5165,RED,70.6037920355,69.515,70.6037920355,69.515,1514335320
4011,68.659,RED,70.0601460178,68.659,70.0601460178,68.659,1514349720
4124,68.996,RED,69.3595730089,68.996,69.3595730089,68.996,1514342520
4132,69.081,RED,69.1777865044,69.081,69.1777865044,69.081,1514356920
4252,67.507,RED,69.1293932522,67.507,69.1293932522,67.507,1514364120
4372,66.8065,RED,68.3181966261,66.113,68.3181966261,66.113,1514371320
4492,68.683,GREEN,68.683,67.5623483131,67.5623483131,68.683,1514378520
4612,67.6,RED,68.1226741565,67.5,68.1226741565,67.5,1514385720
4732,66.7,RED,67.8613370783,66.7,67.8613370783,66.7,1514392920
4852,67.0365,RED,67.37,66.703,67.2806685391,67.37,1514400120
4972,65.7,RED,67.1585842696,65.7,67.1585842696,65.7,1514407320
5092,66.3855,RED,67.266,65.505,66.4292921348,67.266,1514414520
5212,67.2,GREEN,67.2,66.4073960674,66.4073960674,67.2,1514421720
5332,66.00925,RED,66.8036980337,66.0,66.8036980337,66.018,1514428920
5446,64.107,RED,66.4064740168,64.107,66.4064740168,64.107,1514436120
5571,61.837,RED,65.2567370084,61.539,65.2567370084,62.135,1514443320
