,CLOSE,COLOR,HIGH,LOW,OPEN,PRICE,TIMESTAMP
3,11970.45,GREEN,12000.0,11950.0,11968.175,11965.9,1514103120
33,12134.1,GREEN,12138.0,11969.3125,11969.3125,12133.4,1514104920
63,12017.1,RED,12066.0,11991.1,12051.70625,11991.1,1514106720
93,11951.1,RED,12034.403125,11922.4,12034.403125,11936.4,1514108520
123,11516.65,RED,11992.7515625,11486.7,11992.7515625,11540.0,1514110320
153,11504.05,RED,11754.7007813,11456.3,11754.7007813,11500.0,1514112120
183,11275.25,RED,11629.3753906,11250.9,11629.3753906,11250.9,1514113920
213,11040.8,RED,11452.3126953,11001.6,11452.3126953,11001.6,1514115720
243,11060.775,RED,11246.5563477,10949.0,11246.5563477,11145.1,1514117520
273,10556.475,RED,11153.6656738,10502.2,11153.6656738,10583.0,1514119320
303,11230.0,GREEN,11240.0,10855.0703369,10855.0703369,11240.0,1514121120
333,11180.85,GREEN,11192.2,11042.5351685,11042.5351685,11189.9,1514122920
363,11360.95,GREEN,11382.4,11111.6925842,11111.6925842,11349.0,1514124720
393,11444.0,GREEN,11456.2,11236.3212921,11236.3212921,11443.5,1514126520
423,11479.125,GREEN,11502.8,11340.1606461,11340.1606461,11470.9,1514128320
453,11202.725,RED,11409.642823,11198.9,11409.642823,11206.0,1514130120
483,11399.0,GREEN,11399.0,11306.1839115,11306.1839115,11399.0,1514131920
513,11557.425,GREEN,11576.8,11352.5919558,11352.5919558,11552.7,1514133720
543,11542.4,GREEN,11552.8,11455.0084779,11455.0084779,11552.8,1514135520
573,11166.7,RED,11498.7042389,11130.0,11498.7042389,11202.2,1514137320
603,11081.5,RED,11332.7021195,10963.0,11332.7021195,11200.0,1514139120
633,11044.975,RED,11207.1010597,11010.0,11207.1010597,11010.0,1514140920
663,10797.5,RED,11126.0380299,10780.0,11126.0380299,10780.0,1514142720
693,11018.15,GREEN,11020.0,10961.7690149,10961.7690149,11016.3,1514144520
723,11224.75,GREEN,11227.1,10989.9595075,10989.9595075,11227.1,1514146320
753,11188.25,GREEN,11199.9,11107.3547537,11107.3547537,11181.7,1514148120
783,11286.725,GREEN,11300.3,11147.8023769,11147.8023769,11299.1,1514149920
813,11271.25,GREEN,11279.8,11217.2636884,11217.2636884,11263.3,1514151720
843,11097.025,RED,11244.2568442,11089.0,11244.2568442,11100.0,1514153520
873,11283.05,GREEN,11289.7,11170.6409221,11170.6409221,11289.7,1514155320
903,11735.0,GREEN,11735.0,11226.8454611,11226.8454611,11735.0,1514157120
933,11533.6,GREEN,11562.1,11460.2,11480.9227305,11562.1,1514158920
963,11877.75,GREEN,11890.0,11507.2613653,11507.2613653,11870.0,1514160720
993,11906.4,GREEN,11927.2,11692.5056826,11692.5056826,11885.8,1514162520
