,ID,PRICE,SIGN,TIMESTAMP,CASH
0,1,25.057,1,1514106780,-100.0
1,1,23.162,-1,1514112180,92.4372430858
2,2,23.081,1,1514122980,-92.4372430858
3,2,23.376,-1,1514137380,93.6186904542
4,3,23.2,1,1514146380,-93.6186904542
5,3,23.273,-1,1514153580,93.913266506
6,4,24.462,1,1514158980,-93.913266506
7,4,24.0,-1,1514171580,92.1395795988
8,5,24.57,1,1514178780,-92.1395795988
9,5,24.362,-1,1514187780,91.3595619937
10,6,24.642,1,1514191380,-91.3595619937
11,6,24.4,-1,1514211180,90.4623534066
12,7,24.49,1,1514220180,-90.4623534066
13,7,24.263,-1,1514241780,89.6238497634
14,8,24.796,1,1514247180,-89.6238497634
15,8,25.088,-1,1514265180,90.6792685459
16,9,25.255,1,1514270580,-90.6792685459
17,9,24.904,-1,1514283180,89.4189864924
18,10,24.93,1,1514306580,-89.4189864924
19,10,24.904,-1,1514328180,89.3257296273
20,11,25.299,1,1514338980,-89.3257296273
21,11,25.01,-1,1514351580,88.3053281939
22,12,25.136,1,1514356980,-88.3053281939
23,12,24.91,-1,1514367780,87.511367175
24,13,24.904,1,1514374980,-87.511367175
25,13,24.51,-1,1514387580,86.1268715652
26,14,24.284,1,1514416380,-86.1268715652
27,14,24.182,-1,1514423580,85.7651131687
28,15,24.607,1,1514427180,-85.7651131687
29,15,22.9,-1,1514430780,79.8155440144
