,CLOSE,COLOR,HIGH,LOW,OPEN,PRICE,TIMESTAMP
33,576.55,WHITE,577.1,576.0,576.55,577.1,1514104920
93,573.95,RED,576.55,572.53,576.55,572.53,1514108520
153,549.25,RED,575.25,547.0,575.25,550.0,1514112120
213,525.855,RED,562.25,523.25,562.25,523.25,1514115720
273,509.6075,RED,544.0525,508.01,544.0525,508.07,1514119320
333,536.9475,GREEN,539.19,526.83,526.83,537.8,1514122920
393,547.6975,GREEN,547.7,531.88875,531.88875,547.7,1514126520
453,535.6525,RED,539.793125,535.21,539.793125,535.21,1514130120
513,555.065,GREEN,555.88,537.7228125,537.7228125,554.69,1514133720
573,541.875,RED,546.39390625,541.75,546.39390625,542.0,1514137320
633,537.645,RED,544.134453125,537.45,544.134453125,537.71,1514140920
693,533.395,RED,540.889726562,532.38,540.889726562,534.41,1514144520
753,547.635,GREEN,547.68,537.142363281,537.142363281,547.68,1514148120
813,548.395,GREEN,548.5,542.388681641,542.388681641,548.29,1514151720
873,551.145,GREEN,553.29,545.39184082,545.39184082,553.29,1514155320
933,563.675,GREEN,564.58,548.26842041,548.26842041,563.06,1514158920
993,592.0,GREEN,592.0,555.971710205,555.971710205,592.0,1514162520
1053,580.105,GREEN,580.11,573.985855103,573.985855103,580.11,1514166120
1113,594.1125,GREEN,594.34,577.045427551,577.045427551,594.34,1514169720
1173,598.595,GREEN,600.82,585.578963776,585.578963776,598.76,1514173320
1233,604.72,GREEN,604.74,592.086981888,592.086981888,604.7,1514176920
1293,606.555,GREEN,607.61,598.403490944,598.403490944,607.61,1514180520
1353,596.165,RED,602.479245472,594.33,602.479245472,594.33,1514184120
1413,603.71,GREEN,603.75,599.322122736,599.322122736,603.75,1514187720
1473,608.48,GREEN,610.05,601.516061368,601.516061368,607.99,1514191320
1533,612.7625,GREEN,613.7,604.998030684,604.998030684,613.7,1514194920
1593,606.51,RED,608.880265342,606.01,608.880265342,607.0,1514198520
1653,618.92,GREEN,619.04,607.695132671,607.695132671,619.04,1514202120
1713,622.94,GREEN,623.99,613.307566335,613.307566335,621.91,1514205720
1773,610.89,RED,618.123783168,610.88,618.123783168,610.9,1514209320
1833,600.06,RED,614.506891584,599.61,614.506891584,600.21,1514212920
1893,602.0525,RED,607.283445792,601.08,607.283445792,603.0,1514216520
1953,610.955,GREEN,611.95,604.667972896,604.667972896,611.95,1514220120
2013,600.5,RED,607.811486448,600.0,607.811486448,600.0,1514223720
2073,613.54,GREEN,614.05,604.155743224,604.155743224,613.06,1514227320
2133,614.855,GREEN,615.0,608.847871612,608.847871612,614.74,1514230920
2193,618.8875,GREEN,619.78,611.851435806,611.851435806,619.77,1514234520
2253,604.24,RED,615.369467903,603.0,615.369467903,604.64,1514238120
2313,601.47,RED,609.804733951,601.0,609.804733951,601.94,1514241720
2373,607.8975,GREEN,607.9,605.637366976,605.637366976,607.9,1514245320
2433,610.0875,GREEN,610.48,606.767433488,606.767433488,609.99,1514248920
2493,610.3025,GREEN,612.38,607.69,608.427466744,612.38,1514252520
2553,619.87,GREEN,619.89,609.364983372,609.364983372,619.89,1514256120
2613,625.0,GREEN,625.0,614.617491686,614.617491686,625.0,1514259720
2673,617.11,RED,619.808745843,617.11,619.808745843,617.11,1514263320
2733,618.38,RED,619.0,616.52,618.459372921,619.0,1514266920
2793,622.565,GREEN,623.04,618.419686461,618.419686461,622.09,1514270520
2853,623.98,GREEN,623.98,620.49234323,620.49234323,623.98,1514274120
2879,628.06,GREEN,628.23,622.236171615,622.236171615,628.01,1514281320
2939,624.865,RED,626.0,624.23,625.148085808,624.23,1514284920
2999,618.855,RED,625.006542904,618.51,625.006542904,618.97,1514288520
3059,619.4,RED,621.930771452,618.9,621.930771452,619.9,1514292120
3119,621.645,GREEN,622.0,620.665385726,620.665385726,622.0,1514295720
3179,620.49,RED,621.155192863,620.0,621.155192863,620.0,1514299320
