,CLOSE,COLOR,HIGH,LOW,OPEN,PRICE,TIMESTAMP
3,435.19,WHITE,435.19,435.19,435.19,435.19,1514103120
33,441.715,GREEN,442.09,435.19,435.19,441.59,1514104920
63,440.0,GREEN,440.0,438.4525,438.4525,440.0,1514106720
93,440.2555,GREEN,440.59,439.22625,439.22625,439.921,1514108520
123,422.129,RED,439.740875,422.129,439.740875,422.129,1514110320
153,409.43525,RED,430.9349375,408.52,430.9349375,410.0,1514112120
183,404.66,RED,420.18509375,404.0,420.18509375,405.32,1514113920
213,387.8875,RED,412.422546875,383.0,412.422546875,383.0,1514115720
243,395.025,RED,400.155023437,394.02,400.155023437,394.06,1514117520
273,382.275,RED,397.590011719,380.01,397.590011719,384.54,1514119320
303,416.495,GREEN,417.99,389.932505859,389.932505859,417.99,1514121120
333,407.7625,GREEN,407.83,403.21375293,403.21375293,407.74,1514122920
363,415.00025,GREEN,415.001,405.488126465,405.488126465,415.0,1514124720
393,416.91725,GREEN,419.209,410.244188232,410.244188232,416.18,1514126520
423,421.681,GREEN,421.681,413.580719116,413.580719116,421.681,1514128320
453,409.555,RED,417.630859558,408.12,417.630859558,410.93,1514130120
483,415.097,GREEN,415.097,413.592929779,413.592929779,415.097,1514131920
512,423.04,GREEN,423.04,414.34496489,414.34496489,423.04,1514133720
542,435.71,GREEN,435.71,418.692482445,418.692482445,435.71,1514135520
572,437.37,GREEN,437.37,427.201241222,427.201241222,437.37,1514137320
602,436.6825,GREEN,439.72,432.285620611,432.285620611,439.72,1514139120
632,429.963,RED,434.484060306,429.963,434.484060306,429.963,1514140920
662,421.477,RED,432.223530153,419.0,432.223530153,419.0,1514142720
691,426.71,RED,426.850265076,426.71,426.850265076,426.71,1514144520
723,431.047,GREEN,431.047,426.780132538,426.780132538,431.047,1514146320
753,434.8355,GREEN,435.511,428.913566269,428.913566269,435.511,1514148120
783,435.709,GREEN,435.709,431.874533135,431.874533135,435.709,1514149920
812,436.148,GREEN,436.148,433.791766567,433.791766567,436.148,1514151720
843,428.68,RED,434.969883284,427.36,434.969883284,430.0,1514153520
873,436.27,GREEN,436.27,431.824941642,431.824941642,436.27,1514155320
902,442.056,GREEN,442.056,434.047470821,434.047470821,442.056,1514157120
933,455.003,GREEN,455.003,438.05173541,438.05173541,455.003,1514158920
963,455.06,GREEN,455.06,446.527367705,446.527367705,455.06,1514160720
993,459.649,GREEN,459.649,450.793683853,450.793683853,459.649,1514162520
1023,457.27,GREEN,457.27,455.221341926,455.221341926,457.27,1514164320
1053,447.371,RED,456.245670963,447.371,456.245670963,447.371,1514166120
1083,454.99,GREEN,454.99,451.808335482,451.808335482,454.99,1514167920
1113,447.06,RED,453.399167741,446.94,453.399167741,447.17,1514169720
1143,448.19,RED,450.22958387,448.19,450.22958387,448.19,1514171520
1173,444.5695,RED,449.209791935,443.303,449.209791935,445.742,1514173320
1203,440.871,RED,446.889645968,440.871,446.889645968,440.871,1514175120
1233,447.84,GREEN,447.84,443.880322984,443.880322984,447.84,1514176920
1263,450.39,GREEN,450.39,445.860161492,445.860161492,450.39,1514178720
1293,452.239,GREEN,453.59,448.125080746,448.125080746,450.888,1514180520
1323,457.21,GREEN,457.21,450.182040373,450.182040373,457.21,1514182320
1353,450.015,RED,453.696020186,450.0,453.696020186,450.0,1514184120
