,ID,PRICE,SIGN,TIMESTAMP,CASH
0,1,11189.9,1,1514122920,-100.0
1,1,11200.0,-1,1514139120,100.090259967
2,2,11227.1,1,1514146320,-100.090259967
3,2,11546.6,-1,1514166120,102.938621347
4,3,11726.4,1,1514178720,-102.938621347
5,3,11845.6,-1,1514196720,103.985002476
6,4,11990.1,1,1514202120,-103.985002476
7,4,11900.0,-1,1514211120,103.203603762
8,5,11729.5,1,1514220120,-103.203603762
9,5,11537.9,-1,1514238120,101.517785058
10,6,11756.8,1,1514245320,-101.517785058
11,6,11643.3,-1,1514250720,100.537733632
12,7,11701.1,1,1514254320,-100.537733632
13,7,12635.9,-1,1514281320,108.56968562
14,8,12814.9,1,1514293920,-108.56968562
15,8,13247.3,-1,1514322720,112.233040938
16,9,13305.6,1,1514338920,-112.233040938
17,9,13136.5,-1,1514344320,110.806678562
18,10,13500.0,1,1514349720,-110.806678562
19,10,13428.0,-1,1514362320,110.21570961
20,11,13278.4,1,1514378520,-110.21570961
21,11,12932.4,-1,1514385720,107.343779594
22,12,12845.1,1,1514398320,-107.343779594
23,12,12649.3,-1,1514405520,105.707520472
24,13,12840.0,1,1514410920,-105.707520472
25,13,12852.1,-1,1514423520,105.807135815
26,14,12956.1,1,1514427120,-105.807135815
27,14,12222.0,-1,1514430720,99.8120432789
