,CLOSE,COLOR,HIGH,LOW,OPEN,PRICE,TIMESTAMP
33,441.715,GREEN,442.09,441.59,441.6525,441.59,1514104920
153,409.43525,RED,441.68375,408.52,441.68375,410.0,1514112120
273,382.275,RED,425.5595,380.01,425.5595,384.54,1514119320
393,416.91725,GREEN,419.209,403.91725,403.91725,416.18,1514126520
512,423.04,GREEN,423.04,410.41725,410.41725,423.04,1514133720
632,429.963,GREEN,429.963,416.728625,416.728625,429.963,1514140920
753,434.8355,GREEN,435.511,423.3458125,423.3458125,435.511,1514148120
873,436.27,GREEN,436.27,429.09065625,429.09065625,436.27,1514155320
993,459.649,GREEN,459.649,432.680328125,432.680328125,459.649,1514162520
1113,447.06,GREEN,447.19,446.164664062,446.164664062,447.17,1514169720
1233,447.84,GREEN,447.84,446.612332031,446.612332031,447.84,1514176920
1353,450.015,GREEN,450.03,447.226166016,447.226166016,450.0,1514184120
1472,461.0,GREEN,461.0,448.620583008,448.620583008,461.0,1514191320
1592,457.173,GREEN,457.173,454.810291504,454.810291504,457.173,1514198520
1792,475.0,GREEN,475.0,455.991645752,455.991645752,475.0,1514205720
1833,473.901,GREEN,475.001,465.495822876,465.495822876,475.001,1514212920
1953,461.841,RED,469.698411438,461.821,469.698411438,461.861,1514220120
2072,451.04,RED,465.769705719,451.04,465.769705719,451.04,1514227320
2193,454.47,RED,458.404852859,454.47,458.404852859,454.47,1514234520
2312,442.9505,RED,456.43742643,442.441,456.43742643,443.46,1514241720
2432,441.682,RED,449.693963215,441.682,449.693963215,441.682,1514248920
2551,441.74,RED,445.687981607,441.74,445.687981607,441.74,1514256120
2670,462.309,GREEN,462.309,443.713990804,443.713990804,462.309,1514263320
2788,470.0905,GREEN,470.13,453.011495402,453.011495402,470.13,1514270520
2933,451.22,RED,461.550997701,451.22,461.550997701,451.22,1514284920
3052,449.0,RED,456.38549885,449.0,456.38549885,449.0,1514292120
3172,454.00825,GREEN,454.03,452.692749425,452.692749425,454.001,1514299320
3291,447.1595,RED,453.350499713,446.15,453.350499713,446.15,1514306520
3409,445.5,RED,450.254999856,445.5,450.254999856,445.5,1514313720
3529,449.32,GREEN,449.55,447.877499928,447.877499928,449.55,1514320920
3649,454.51425,GREEN,457.07,448.598749964,448.598749964,454.17,1514328120
3769,451.8505,GREEN,451.851,451.556499982,451.556499982,451.851,1514335320
3889,457.48,GREEN,457.48,451.703499991,451.703499991,457.48,1514342520
4009,453.92,RED,454.591749996,453.92,454.591749996,453.92,1514349720
4129,459.8,GREEN,459.8,454.255874998,454.255874998,459.8,1514356920
4249,451.2105,RED,457.027937499,451.081,457.027937499,451.33,1514364120
4369,443.5,RED,454.119218749,442.01,454.119218749,442.01,1514371320
4489,450.0,GREEN,450.0,448.809609375,448.809609375,450.0,1514378520
4609,448.0,RED,449.404804687,448.0,449.404804687,448.0,1514385720
4729,441.13725,RED,448.702402344,440.889,448.702402344,441.375,1514392920
4849,437.0,RED,444.919826172,437.0,444.919826172,437.0,1514400120
4969,426.6035,RED,440.959913086,426.6,440.959913086,426.607,1514407320
5089,437.61825,GREEN,438.61,433.781706543,433.781706543,437.0,1514414520
5209,435.934,GREEN,436.26,435.608,435.699978271,436.26,1514421720
5329,434.0,RED,435.816989136,433.0,435.816989136,433.0,1514428920
5445,430.52,RED,434.908494568,430.52,434.908494568,430.52,1514436120
5569,414.7,RED,432.714247284,414.7,432.714247284,414.7,1514443320
