,CLOSE,COLOR,HIGH,LOW,OPEN,PRICE,TIMESTAMP
3,289.42,WHITE,289.83,289.01,289.42,289.83,1514103120
33,291.6925,GREEN,292.04,289.42,289.42,291.73,1514104920
63,290.7,GREEN,290.7,290.55625,290.55625,290.7,1514106720
93,289.02,RED,290.628125,289.0,290.628125,289.0,1514108520
123,277.5325,RED,289.8240625,276.89,289.8240625,278.05,1514110320
153,278.5,RED,283.67828125,278.0,283.67828125,278.0,1514112120
183,273.01,RED,281.089140625,273.0,281.089140625,273.01,1514113920
213,262.03,RED,277.049570313,262.01,277.049570313,262.03,1514115720
243,264.19,RED,269.539785156,262.96,269.539785156,265.0,1514117520
273,254.7025,RED,266.864892578,252.3,266.864892578,252.3,1514119320
303,275.635,GREEN,275.77,260.783696289,260.783696289,275.5,1514121120
333,273.0,GREEN,273.0,268.209348145,268.209348145,273.0,1514122920
363,275.415,GREEN,277.64,270.604674072,270.604674072,277.56,1514124720
393,274.285,GREEN,274.38,273.009837036,273.009837036,274.2,1514126520
423,278.9425,GREEN,279.04,273.647418518,273.647418518,279.0,1514128320
453,272.05,RED,276.294959259,271.96,276.294959259,271.96,1514130120
483,272.94,RED,274.17247963,272.88,274.17247963,273.0,1514131920
513,276.8025,GREEN,277.22,273.556239815,273.556239815,277.22,1514133720
543,273.495,RED,275.179369907,273.49,275.179369907,273.5,1514135520
573,273.645,RED,274.96,272.33,274.337184954,274.96,1514137320
603,273.395,RED,273.991092477,273.39,273.991092477,273.39,1514139120
633,270.6125,RED,273.693046238,268.83,273.693046238,270.92,1514140920
663,263.025,RED,272.152773119,262.05,272.152773119,262.05,1514142720
693,264.88,RED,267.58888656,264.88,267.58888656,264.88,1514144520
723,265.77,RED,266.23444328,265.77,266.23444328,265.77,1514146320
753,275.0975,GREEN,275.39,266.00222164,266.00222164,275.0,1514148120
783,273.13,GREEN,273.18,270.54986082,270.54986082,273.18,1514149920
813,272.6,GREEN,272.6,271.83993041,271.83993041,272.6,1514151720
843,273.09,GREEN,273.88,272.219965205,272.219965205,272.3,1514153520
873,277.76,GREEN,277.76,272.654982602,272.654982602,277.76,1514155320
903,281.5,GREEN,281.5,275.207491301,275.207491301,281.5,1514157120
933,287.7775,GREEN,287.88,278.353745651,278.353745651,287.85,1514158920
963,290.935,GREEN,290.99,283.065622825,283.065622825,290.99,1514160720
993,291.0,GREEN,291.0,287.000311413,287.000311413,291.0,1514162520
1023,283.3,RED,289.000155706,283.3,289.000155706,283.3,1514164320
1053,282.23,RED,286.150077853,282.23,286.150077853,282.23,1514166120
1083,285.895,GREEN,285.93,284.190038927,284.190038927,285.93,1514167920
1113,282.75,RED,285.042519463,281.5,285.042519463,281.5,1514169720
1141,282.51,RED,283.896259732,282.51,283.896259732,282.51,1514171520
1171,283.23,GREEN,283.23,283.203129866,283.203129866,283.23,1514173320
1201,279.39,RED,283.216564933,279.39,283.216564933,279.39,1514175120
