,CLOSE,COLOR,HIGH,LOW,OPEN,PRICE,TIMESTAMP
33,988.452,WHITE,988.452,988.452,988.452,988.452,1514104920
153,927.74725,RED,988.452,926.99,988.452,926.99,1514112120
273,848.35225,RED,958.099625,847.244,958.099625,847.244,1514119320
393,919.9235,GREEN,919.937,903.2259375,903.2259375,919.937,1514126520
513,932.385,GREEN,932.385,911.57471875,911.57471875,932.385,1514133720
633,905.797,RED,921.979859375,905.013,921.979859375,905.013,1514140920
753,929.0,GREEN,929.0,913.888429687,913.888429687,929.0,1514148120
873,927.887,GREEN,927.887,921.444214844,921.444214844,927.887,1514155320
993,969.96,GREEN,969.96,924.665607422,924.665607422,969.96,1514162520
1113,945.26,RED,947.312803711,945.26,947.312803711,945.26,1514169720
1233,961.11325,GREEN,964.973,946.286401855,946.286401855,957.256,1514176920
1353,952.851,RED,953.699825928,952.851,953.699825928,952.851,1514184120
1473,980.0,GREEN,980.0,953.275412964,953.275412964,980.0,1514191320
1593,982.25,GREEN,982.5,966.637706482,966.637706482,982.0,1514198520
1713,1000.12,GREEN,1000.12,974.443853241,974.443853241,1000.12,1514205720
1833,962.5025,RED,987.28192662,962.002,987.28192662,962.003,1514212920
1952,967.98,RED,974.89221331,967.98,974.89221331,967.98,1514220120
2073,961.995,RED,971.436106655,961.995,971.436106655,961.995,1514227320
2192,955.34,RED,966.715553328,955.34,966.715553328,955.34,1514234520
2312,930.96725,RED,961.027776664,930.649,961.027776664,931.1,1514241720
2432,949.98,GREEN,949.98,945.997513332,945.997513332,949.98,1514248920
2552,945.887,RED,947.988756666,945.887,947.988756666,945.887,1514256120
2672,982.264,GREEN,982.264,946.937878333,946.937878333,982.264,1514263320
2792,980.9285,GREEN,981.877,964.600939166,964.600939166,981.877,1514270520
2939,973.249,GREEN,973.249,972.764719583,972.764719583,973.249,1514284920
3059,971.9135,RED,973.006859792,971.387,973.006859792,972.44,1514292120
3179,981.31,GREEN,981.31,972.460179896,972.460179896,981.31,1514299320
3299,971.2345,RED,976.885089948,970.964,976.885089948,970.964,1514306520
3419,972.048,RED,974.059794974,972.048,974.059794974,972.048,1514313720
3539,972.4405,RED,974.76,970.121,973.053897487,970.121,1514320920
3659,966.0,RED,972.747198743,966.0,972.747198743,966.0,1514328120
3779,982.5245,GREEN,984.868,969.373599372,969.373599372,980.181,1514335320
3899,992.0,GREEN,992.0,975.949049686,975.949049686,992.0,1514342520
4019,997.027,GREEN,997.027,983.974524843,983.974524843,997.027,1514349720
4139,998.886,GREEN,998.886,990.500762421,990.500762421,998.886,1514356920
4259,995.603,GREEN,995.603,994.693381211,994.693381211,995.603,1514364120
4379,985.05,RED,995.148190605,985.0,995.148190605,985.0,1514371320
4499,1003.999,GREEN,1003.999,990.099095303,990.099095303,1003.999,1514378520
4619,981.5,RED,997.049047651,980.0,997.049047651,982.5,1514385720
4739,984.0,RED,989.274523826,984.0,989.274523826,984.0,1514392920
4859,970.0,RED,986.637261913,970.0,986.637261913,970.0,1514400120
4979,953.502,RED,978.318630956,950.015,978.318630956,954.999,1514407320
5099,959.484,RED,965.910315478,959.484,965.910315478,959.484,1514414520
5219,945.041,RED,962.697157739,945.041,962.697157739,945.041,1514421720
5339,945.0,RED,953.86907887,945.0,953.86907887,945.0,1514428920
5456,918.691,RED,949.434539435,918.691,949.434539435,918.691,1514436120
5579,886.494,RED,934.062769717,886.494,934.062769717,886.494,1514443320
