,TIMESTAMP,OPEN,HIGH,LOW,CLOSE,VWAP,VOLUME,COUNT,DATE
0,1514595660,0.07410,0.07411,0.07410,0.07411,0.07410,0.75884448,3,2017-12-30 01:01:00
1,1514595720,0.07427,0.07427,0.07427,0.07427,0.07427,0.11200000,1,2017-12-30 01:02:00
2,1514595780,0.07427,0.07428,0.07401,0.07401,0.07422,0.65463864,4,2017-12-30 01:03:00
3,1514595840,0.07401,0.07404,0.07392,0.07392,0.07399,0.43323323,3,2017-12-30 01:04:00
4,1514595900,0.07392,0.07405,0.07392,0.07405,0.07404,0.67560000,2,2017-12-30 01:05:00
5,1514595960,0.07404,0.07404,0.07404,0.07404,0.07404,0.37851244,1,2017-12-30 01:06:00
6,1514596020,0.07405,0.07405,0.07405,0.07405,0.07405,1.21701042,5,2017-12-30 01:07:00
7,1514596080,0.07406,0.07406,0.07405,0.07405,0.07405,0.41683000,2,2017-12-30 01:08:00
8,1514596140,0.07405,0.07411,0.07405,0.07411,0.07407,3.45347802,9,2017-12-30 01:09:00
9,1514596200,0.07411,0.07416,0.07411,0.07416,0.07414,0.83325714,3,2017-12-30 01:10:00
10,1514596260,0.07416,0.07451,0.07416,0.07451,0.07451,6.33324000,1,2017-12-30 01:11:00
11,1514596320,0.07417,0.07417,0.07345,0.07345,0.07367,6.49051039,9,2017-12-30 01:12:00
12,1514596380,0.07351,0.07401,0.07351,0.07401,0.07367,0.48264000,2,2017-12-30 01:13:00
13,1514596440,0.07447,0.07447,0.07447,0.07447,0.07447,0.91671671,2,2017-12-30 01:14:00
14,1514596500,0.07447,0.07447,0.07447,0.07447,0.00000,0.00000000,0,2017-12-30 01:15:00
15,1514596560,0.07447,0.07447,0.07447,0.07447,0.00000,0.00000000,0,2017-12-30 01:16:00
16,1514596620,0.07447,0.07447,0.07400,0.07400,0.07400,4.00000000,2,2017-12-30 01:17:00
17,1514596740,0.07400,0.07400,0.07400,0.07400,0.00000,0.00000000,0,2017-12-30 01:19:00
18,1514596800,0.07442,0.07442,0.07442,0.07442,0.07442,0.08113013,1,2017-12-30 01:20:00
19,1514596860,0.07442,0.07442,0.07442,0.07442,0.07442,0.00310612,1,2017-12-30 01:21:00
20,1514596920,0.07442,0.07442,0.07442,0.07442,0.07442,0.03424548,1,2017-12-30 01:22:00
21,1514596980,0.07408,0.07442,0.07408,0.07442,0.07411,1.23264840,4,2017-12-30 01:23:00
22,1514597040,0.07441,0.07441,0.07441,0.07441,0.07441,0.17727401,1,2017-12-30 01:24:00
23,1514597100,0.07431,0.07431,0.07431,0.07431,0.07431,0.45214000,3,2017-12-30 01:25:00
24,1514597160,0.07431,0.07431,0.07429,0.07429,0.07429,0.68717396,2,2017-12-30 01:26:00
25,1514597220,0.07430,0.07430,0.07430,0.07430,0.07430,0.38100000,2,2017-12-30 01:27:00
26,1514597280,0.07433,0.07433,0.07429,0.07429,0.07432,0.50176032,2,2017-12-30 01:28:00
27,1514597340,0.07429,0.07433,0.07429,0.07433,0.07431,0.32183887,3,2017-12-30 01:29:00
28,1514597400,0.07429,0.07429,0.07429,0.07429,0.07429,0.06253185,1,2017-12-30 01:30:00
29,1514597460,0.07431,0.07439,0.07411,0.07439,0.07422,2.53000000,7,2017-12-30 01:31:00
30,1514597580,0.07439,0.07439,0.07439,0.07439,0.00000,0.00000000,0,2017-12-30 01:33:00
31,1514597640,0.07425,0.07425,0.07425,0.07425,0.07425,0.38164296,2,2017-12-30 01:34:00
32,1514597700,0.07425,0.07425,0.07410,0.07410,0.07421,0.18489777,2,2017-12-30 01:35:00
33,1514597760,0.07439,0.07441,0.07439,0.07441,0.07439,0.61800000,4,2017-12-30 01:36:00
34,1514597820,0.07441,0.07441,0.07410,0.07410,0.07410,0.06001000,1,2017-12-30 01:37:00
35,1514597880,0.07411,0.07440,0.07411,0.07440,0.07427,0.91105346,3,2017-12-30 01:38:00
36,1514597940,0.07440,0.07440,0.07440,0.07440,0.07440,0.17443717,2,2017-12-30 01:39:00
37,1514598000,0.07440,0.07440,0.07440,0.07440,0.00000,0.00000000,0,2017-12-30 01:40:00
38,1514598060,0.07440,0.07440,0.07410,0.07410,0.07410,0.03547000,1,2017-12-30 01:41:00
39,1514598120,0.07410,0.07410,0.07410,0.07410,0.00000,0.00000000,0,2017-12-30 01:42:00
40,1514598180,0.07410,0.07410,0.07407,0.07407,0.07407,2.00000000,2,2017-12-30 01:43:00
41,1514598240,0.07407,0.07440,0.07407,0.07440,0.07439,0.40000000,2,2017-12-30 01:44:00
42,1514598300,0.07405,0.07405,0.07398,0.07398,0.07401,2.13600000,7,2017-12-30 01:45:00
43,1514598360,0.07406,0.07406,0.07406,0.07406,0.07406,0.30000000,1,2017-12-30 01:46:00
44,1514598420,0.07406,0.07406,0.07406,0.07406,0.00000,0.00000000,0,2017-12-30 01:47:00
45,1514598480,0.07396,0.07398,0.07395,0.07398,0.07396,1.00000000,4,2017-12-30 01:48:00
46,1514598540,0.07398,0.07398,0.07398,0.07398,0.07398,0.21144604,1,2017-12-30 01:49:00
