,ID,PRICE,SIGN,TIMESTAMP,DATE
0,1,1.07388,Signal.BUY,1516810698,2018-01-24 16:18:18
1,1,0.95,Signal.LOCAL_STOP_LOSS,1516953894,2018-01-26 08:04:54
2,2,0.92501,Signal.BUY,1516955103,2018-01-26 08:25:03
3,2,0.96544,Signal.SELL,1516974981,2018-01-26 13:56:21
4,3,0.97638,Signal.BUY,1516993061,2018-01-26 18:57:41
5,3,0.98648,Signal.SELL,1517072467,2018-01-27 17:01:07
