,ID,PRICE,SIGN,TIMESTAMP,DATE
0,1,146.5,Signal.BUY,1516808886,2018-01-24 15:48:06
1,1,146.46,Signal.SELL,1516826942,2018-01-24 20:49:02
2,2,146.66,Signal.BUY,1516870269,2018-01-25 08:51:09
3,2,146.63,Signal.SELL,1516935250,2018-01-26 02:54:10
4,3,144.09,Signal.BUY,1516947881,2018-01-26 06:24:41
5,3,143.1,Signal.SELL,1516980425,2018-01-26 15:27:05
6,4,141.83,Signal.BUY,1516993078,2018-01-26 18:57:58
