,ID,PRICE,SIGN,TIMESTAMP,DATE
0,1,870.0,Signal.BUY,1516866672,2018-01-25 07:51:12
1,1,858.5,Signal.SELL,1516908206,2018-01-25 19:23:26
2,2,827.1,Signal.BUY,1516956948,2018-01-26 08:55:48
3,2,850.83,Signal.SELL,1516980456,2018-01-26 15:27:36
4,3,834.97,Signal.BUY,1516996742,2018-01-26 19:59:02
5,3,850.79,Signal.SELL,1517012993,2018-01-27 00:29:53
