,CLOSE,COLOR,HIGH,LOW,OPEN,PRICE,TIMESTAMP,DATE
0,55.32275,GREEN,61.967,52.0,54.492375,53.661,1514144220,2017-12-24 19:37:00
1,57.25625,GREEN,58.99,53.035,54.9075625,58.5,1514187420,2017-12-25 07:37:00
2,58.99375,GREEN,62.0,56.001,56.08190625,58.987,1514230620,2017-12-25 19:37:00
3,65.6115,GREEN,70.83,57.537828125,57.537828125,66.82,1514273820,2017-12-26 07:37:00
4,71.18025,GREEN,74.99,61.5746640625,61.5746640625,71.723,1514317020,2017-12-26 19:37:00
5,69.6835,GREEN,76.99,66.0,66.3774570313,67.872,1514360220,2017-12-27 07:37:00
6,67.0335,RED,69.594,65.0,68.0304785156,66.77,1514403420,2017-12-27 19:37:00
7,63.41,RED,68.0,60.5,67.5319892578,62.57,1514446620,2017-12-28 07:37:00
8,58.672,RED,65.4709946289,56.1,65.4709946289,57.605,1514489820,2017-12-28 19:37:00
9,61.93325,RED,66.129,57.604,62.0714973145,62.0,1514533020,2017-12-29 07:37:00
10,62.28125,GREEN,65.9,59.311,62.0023736572,61.959,1514576220,2017-12-29 19:37:00
11,60.13775,RED,65.899,57.03,62.1418118286,58.811,1514619420,2017-12-30 07:37:00
12,57.22075,RED,63.7,54.029,61.1397809143,55.577,1514662620,2017-12-30 19:37:00
13,54.97475,RED,59.1802654572,53.319,59.1802654572,54.097,1514705820,2017-12-31 07:37:00
14,60.19075,GREEN,63.0,53.851,57.0775077286,61.956,1514792220,2018-01-01 07:37:00
15,60.612,GREEN,62.25,58.2,58.6341288643,60.999,1514835420,2018-01-01 19:37:00
16,67.0815,GREEN,69.7,59.6230644321,59.6230644321,69.013,1514878620,2018-01-02 07:37:00
17,67.7635,GREEN,69.75,63.3522822161,63.3522822161,67.502,1514921820,2018-01-02 19:37:00
18,65.67475,GREEN,67.502,63.5,65.557891108,65.225,1514965020,2018-01-03 07:37:00
19,64.362,RED,66.495,62.753,65.616320554,64.1,1515008220,2018-01-03 19:37:00
20,63.94525,RED,66.0,61.501,64.989160277,64.14,1515051420,2018-01-04 07:37:00
21,64.1305,RED,66.5,61.002,64.4672051385,64.51,1515094620,2018-01-04 19:37:00
22,67.22525,GREEN,69.772,62.15,64.2988525693,68.49,1515137820,2018-01-05 07:37:00
23,64.6705,RED,72.95,59.2,65.7620512846,63.266,1515181020,2018-01-05 19:37:00
24,62.864,RED,65.998,58.172,65.2162756423,63.643,1515224220,2018-01-06 07:37:00
25,65.34725,GREEN,66.6,63.151,64.0401378212,65.819,1515267420,2018-01-06 19:37:00
26,66.188,GREEN,67.999,64.6936939106,64.6936939106,65.847,1515310620,2018-01-07 07:37:00
27,66.98875,GREEN,68.947,65.1,65.4408469553,66.954,1515353820,2018-01-07 19:37:00
28,69.378,GREEN,70.998,65.252,66.2147984776,70.98,1515397020,2018-01-08 07:37:00
29,75.32675,GREEN,80.0,63.3,67.7963992388,79.003,1515440220,2018-01-08 19:37:00
30,85.5255,GREEN,94.99,71.5615746194,71.5615746194,86.596,1515483420,2018-01-09 07:37:00
31,83.49225,GREEN,93.95,78.5435373097,78.5435373097,80.009,1515526620,2018-01-09 19:37:00
32,70.234,RED,82.933,66.0,81.0178936549,66.0,1515569820,2018-01-10 07:37:00
33,70.2675,RED,75.6259468274,63.0,75.6259468274,71.535,1515613020,2018-01-10 19:37:00
